,sentence,extract
205,"The key factor affecting welding defects is the control of the penetration depth of the welds, and good weld shape has been achieved when the penetration depth of the welds is below 700 m. The formation of IMC phases consisted of Fe4Al13, Fe2Al5 and FeAl2 phases is only limited to the weld/Al interface when the steel/Al joint has a relatively low penetration depth of the welds in the steel/Al joint.",0
206,The mechanical strength of the Al-Mg-Si alloys originates mainly from the β'' and GP-I phases.,1
207,"However, in the Al-50Si-4Mg specimen, the coarsening of Si phase reduces its ability to restrain the thermal-induced expansion of the Al-xMg matrix because small reinforcements help to reduce the CTE [21,22].",1
208,The maximum values are 135 MPa and 560 MPa respectively.,0
209,The color-coded inverse pole figure orientation map (IPFOM) for the film normal direction of the α-Al and θ-Al2Cu phase grains (Fig. 1d(ii)) shows that the α-Al phase grains have a preference for crystallographic orientation parallel to the thin film normal direction.,0
210,"L. Peng, G. Zeng, T.C.",0
211,"T1 phase is the major strengthening phase, amounts of τ2 and θ' precipitates dispersed inside grains.",0
212,"The characterisation led to the following description of precipitation: NiAl phase reaches coarsening at early stages of ageing and shifts its strength mechanisms from shearing to Orowan looping, which cause the characteristic peak strength; the Laves phase is in growth throughout and its strength contribution increases with ageing time.",0
213,267464-SPDMETALS.,0
214,"From this point of view, the limited plastic strain or grain refinement may be the key reason for the absence of GB segregation in the ST + SSFT sample.",0
215,AbstractThe corrosion inhibition ability of l -malic acid (MaA) and l -aspartate acid (AsA) against corrosion of the AA5052 alloy in 4 M sodium hydroxide-ethylene glycol solution is investigated.,0
216,"The starting microstructure of the substrate was in the T6 condition, where the microstructure contained mainly the strengthening η' phase.",1
217,"When the annealing time is shorter, the improvement effect of interface state causes that the UTS of the composite increases with the annealing treatment time increasing owing to the brittle β-phase becomes less and less.",1
218,"The dislocation bypassing mechanism is expressed as follows:(2)Δσ=kGbf12rln2rr0+σ0Where Δσ denotes the increment of yield strength, k is material constant, G is the shear modulus, b is the magnitude of the Burgers vector of Al matrix, r0 is the inner radius of dislocations around those strengthening phases, r and f are the radius and the volume fraction of strengthening phases (θ'' and θ' phases) respectively.",1
219,"According to the literature,[27] the aluminium-magnesium alloy, due to the precipitation of an anodic β-phase (Mg5Al8) at the grain boundaries, is susceptible to intergranular corrosion.",1
220,"Preceding the austenite-martensite transition, a ferromagnetic to ferromagnetic transition appears in the austenite phase (marked by TCA in Figure 5a,b) in both the alloys as the temperature decreases from room temperature.41 We call them ferromagnetic low (FL) and ferromagnetic high (FH) phases and this type of behavior is commonly encountered in these systems, for example, see ref.",0
221,An experimental study of hydrogen solubility in liquid aluminium,0
222,The γ-surface calculation [33] was performed on the (11-0) plane when the pressure was applied on the simulation cell of a FeAl single crystal.,0
223,These defects reduced the hardness of the composite.,0
224,"The huge increase in elongations with contrastive and improved process is because of the positive change of fracture behavior, i.e., from brittle fractures into ductile fractures.",0
225,"Though the formation of IMC phases is detrimental to the resistance of the weld, limiting the size of these IMC phases below 10 μm ensures good bonding between steel and Al (Torkamany et al., 2010).",1
226,Tensile test is commonly performed to obtain mechanical properties of materials as an important part of materials characterization.,0
227,"Zhang, and S.S.",0
228,"Research by Tan et al. [33] showed similar observations, where smaller β-Sn phase and coarsening eutectic structure are caused in lower hardness of solder matrix.",0
229,1Schematic of the CFRP/Al stack sectionFull size imageFig.,0
230,"However, for the sample exposed at 350 degC for 100 h, the microstructure coarsens, and both the content and heat resistant performance of the heat-resistant phase decrease, resulting in an decrease of the strength.",0
231,"399-412. doi: 10.1016/j.msea.2017.07.081 [Crossref], [Web of Science (r)], [Google Scholar]",0
232,"The size distributions of α-AlFeMnSi particle present in alloy A, alloy B and alloy C are shown in Fig. 7 (a,b,c), respectively.",0
233,"Due to shot peening, the decrement of strength is remarkable as compared with those of rolled specimens despite that the softening effects may not be enough to compensate for the work hardening effects induced by the cold rolling.",0
234,X-ray diffraction patterns for the attrition milled powder mixture of composition Ru47Al53 revealed that RuAl phase was formed after 7 h of milling.,0
235,"And on account of the yellowish color of Mg3N2, combustion products present gray-white and faint yellow in color as shown in Fig. 11.",0
236,"Although the boundary migration stage of the initiation is easy, the interparticle spacing may not be sufficiently small for the necessary interactions leading to cell formation to take place.",0
237,7Longitudinal section of the UST-30s sample in Fig. 6(a); zoom-in highlighting the intergranular fracture (b); a crack that has propagated along a region rich in Si particles (c); Fe precipitates at the fracture surface (d) and a region with a transgranular fracture favored by fragile particle clusters (e) (Color figure online)Full size imageFe-rich intermetallic (Figure 7(c) and (e)) can also be seen in the fracture region and probably act as preferential decohesion sites.,0
238,CrossrefCASWeb of Science(r)Google Scholar198Y.,0
239,This can be mainly attributed to ameliorating the wear resistance of samples with a high Fe content due to the higher volume fraction of the α-Fe phase.The dominant wear mechanism could be delamination wear normally associated with the formation of an MML containing pin and disc materials for all applied load conditions.The most significant place for crack generation is the β-Fe phase and Al/Si interface.,1
240,Al-Mg-Si alloy sheets are widely used in the automotive industry owing to their excellent mechanical properties and corrosion resistance [1-14].,0
241,Corrosion rates for as-cast (F) condition vcorrF and continuity of supersaturated α- and β-phase Cα(ss) F and CβF plotted versus Al-content of the alloys Mg1Al - Mg30Al and pure Mg.,0
242,"The physical, chemical, and biological factors governing the adhesion step in aquatic systems such as cell type, growth phase, solution chemistry,, hydrophobic interactions,, surface charge characteristics, and presence and composition of surface macromolecules have been studied extensively.",0
243,"Based on our previous study [33], laser power, laser scan speed, layer thickness and hatch spacing used in this study were fixed at 400 W, 1200 mm/s, 30 μm and 60 μm, respectively.",0
244,"Table 2 shows that conductivity rate is 86.2 ms cm-1 in PSS/ graphene + NaCl solution, which is higher than 53.4 ms cm-1 in 3.5 % NaCl solution.",0
245,"For the alloys in which Fe was substituted for Al and V, the yield strength (or hardness) decreased and the tensile elongation conversely increased with increasing Fe content.",0
246,"In addition to micrometric precipitates, nanometric phases are present in the 6061-T6 alloy [21-23], their corrosion behaviour is the subject of several studies [24,25] and thus is not studied in this work.",0
247,The increase of the dislocation density enhances the strain strengthening and improves the tensile strength of the joint.,0
248,"Cracks in the Zn-Ni and Zn-Ni-Cr coatings can also be observed in Fig. 1, and this is related to the formation of intermetallic γ phase as indicated on the phase diagram proposed by Nash and Pan (1991).",1
249,"The presence of inherent defects in CS deposits, such as porosities and inferior bonding between the particle boundaries, would cause low electrical conductivity [8,38], which may influence the micro-arc discharge during the PEO process.",0
250,EBSD phase map showing deformation-induced martensite transformation in (a) alloy A and (b) alloy B subjected to isothermal treatment 1 min.,0
251,"However, depending on the alloy composition and processing conditions other minor phases like T2 and TB can be precipitated, particularly at the grain boundaries [27].",0
